customer_id,age_group,household_type,income_level,residence_type,price_sensitivity,freshness_sensitivity,preferred_category,visit_frequency
CUS009186,60_plus,senior,middle,apartment,0.52,0.99,produce,low
CUS009187,50s,family,middle,apartment,0.55,0.98,meat,high
CUS009188,40s,family,high,apartment,0.48,0.54,dairy,medium
CUS009189,50s,family,middle,apartment,0.59,0.61,dairy,high
CUS009190,40s,family,middle,villa,0.72,0.72,produce,medium
CUS009191,40s,family,middle,apartment,0.36,0.91,dairy,medium
CUS009192,30s,senior,middle,apartment,0.32,0.81,produce,medium
CUS009193,40s,family,middle,apartment,0.37,0.81,meat,high
CUS009194,30s,single,high,apartment,0.62,0.66,deli,medium
CUS009195,40s,family,middle,villa,0.5,0.73,produce,high
CUS009196,20s,single,middle,apartment,0.55,0.59,meat,medium
CUS009197,40s,couple,high,single_household,0.43,0.76,produce,low
CUS009198,30s,family,low,villa,0.61,0.76,dairy,medium
CUS009199,30s,single,middle,apartment,0.47,0.77,meat,low
CUS009200,40s,family,high,apartment,0.4,0.91,produce,low
CUS009201,20s,family,middle,apartment,0.55,0.84,deli,medium
CUS009202,60_plus,senior,middle,villa,0.45,0.9,meat,medium
CUS009203,30s,single,high,single_household,0.28,0.74,deli,medium
CUS009204,30s,senior,high,apartment,0.29,0.87,produce,medium
CUS009205,20s,single,low,single_household,0.51,0.68,dairy,medium
CUS009206,50s,senior,middle,villa,0.45,1.0,produce,low
CUS009207,40s,family,middle,apartment,0.39,0.94,meat,medium
CUS009208,30s,family,low,apartment,0.65,0.76,meat,medium
CUS009209,30s,couple,middle,single_household,0.61,0.83,deli,medium
CUS009210,50s,couple,middle,single_household,0.45,0.92,meat,medium
CUS009211,60_plus,senior,high,single_household,0.47,1.0,dairy,medium
CUS009212,30s,family,low,apartment,0.69,0.56,cheese,low
CUS009213,20s,single,low,apartment,0.64,0.5,produce,low
CUS009214,20s,single,middle,single_household,0.71,0.75,deli,medium
CUS009215,20s,couple,high,apartment,0.4,0.78,dairy,medium
CUS009216,50s,family,middle,apartment,0.34,0.79,dairy,low
CUS009217,60_plus,single,middle,villa,0.59,0.86,cheese,high
CUS009218,60_plus,senior,middle,single_household,0.64,0.93,meat,low
CUS009219,50s,family,middle,villa,0.3,0.78,dairy,high
CUS009220,20s,couple,low,villa,0.6,0.67,dairy,low
CUS009221,60_plus,senior,low,villa,0.48,0.8,produce,medium
CUS009222,30s,family,low,apartment,0.5,0.6,produce,low
CUS009223,30s,family,middle,villa,0.58,0.63,meat,low
CUS009224,40s,couple,middle,single_household,0.51,0.66,dairy,low
CUS009225,20s,single,middle,single_household,0.76,0.71,dairy,medium
CUS009226,50s,couple,middle,apartment,0.69,0.83,deli,medium
CUS009227,60_plus,senior,middle,apartment,0.71,0.8,produce,high
CUS009228,50s,senior,middle,apartment,0.51,0.91,cheese,medium
CUS009229,50s,senior,high,villa,0.35,1.0,deli,medium
CUS009230,30s,family,high,apartment,0.39,0.89,dairy,medium
CUS009231,20s,single,low,single_household,0.75,0.65,meat,low
CUS009232,50s,family,high,villa,0.56,0.91,produce,low
CUS009233,40s,couple,low,villa,0.68,0.83,deli,high
CUS009234,60_plus,senior,middle,single_household,0.41,0.88,cheese,low
CUS009235,20s,single,high,apartment,0.22,0.67,cheese,low
CUS009236,30s,family,middle,apartment,0.48,0.73,produce,high
CUS009237,30s,family,low,apartment,0.63,0.88,produce,medium
CUS009238,40s,couple,high,apartment,0.45,0.91,dairy,medium
CUS009239,50s,couple,middle,apartment,0.51,0.88,cheese,medium
CUS009240,60_plus,senior,middle,apartment,0.56,0.4,meat,medium
CUS009241,30s,couple,low,apartment,0.64,0.47,cheese,medium
CUS009242,40s,couple,middle,single_household,0.56,0.65,deli,low
CUS009243,20s,family,middle,villa,0.78,0.83,meat,medium
CUS009244,30s,family,middle,apartment,0.74,0.79,cheese,low
CUS009245,30s,single,low,apartment,0.79,0.63,deli,low
CUS009246,40s,family,middle,apartment,0.51,0.85,meat,medium
CUS009247,40s,family,middle,villa,0.63,0.65,produce,medium
CUS009248,30s,single,high,single_household,0.36,0.86,deli,medium
CUS009249,40s,family,low,villa,0.78,0.76,meat,medium
CUS009250,50s,couple,high,apartment,0.47,0.85,produce,medium
CUS009251,30s,couple,low,villa,0.56,0.73,produce,low
CUS009252,30s,couple,low,apartment,0.74,0.49,meat,high
CUS009253,50s,family,middle,apartment,0.7,0.88,produce,medium
CUS009254,50s,couple,low,apartment,0.63,0.8,cheese,low
CUS009255,50s,couple,low,villa,0.84,0.82,produce,medium
CUS009256,30s,family,middle,apartment,0.33,0.61,deli,low
CUS009257,40s,single,middle,apartment,0.62,0.76,dairy,low
CUS009258,60_plus,senior,middle,apartment,0.75,0.82,meat,medium
CUS009259,30s,family,low,apartment,0.7,0.6,produce,medium
CUS009260,30s,family,middle,apartment,0.29,0.86,dairy,medium
CUS009261,60_plus,senior,low,villa,0.38,0.92,produce,low
CUS009262,20s,single,low,single_household,0.97,0.67,meat,low
CUS009263,50s,couple,high,apartment,0.54,0.76,cheese,medium
CUS009264,50s,single,middle,single_household,0.54,0.66,produce,high
CUS009265,20s,single,middle,single_household,0.72,0.55,deli,medium
CUS009266,50s,family,high,apartment,0.18,0.84,dairy,medium
CUS009267,40s,family,high,apartment,0.52,0.87,produce,medium
CUS009268,50s,family,middle,single_household,0.74,0.92,cheese,low
CUS009269,60_plus,single,middle,single_household,0.56,0.79,meat,low
CUS009270,50s,single,low,apartment,0.67,0.68,dairy,medium
CUS009271,20s,couple,middle,single_household,0.56,0.62,deli,medium
CUS009272,50s,family,middle,villa,0.41,0.95,dairy,medium
CUS009273,60_plus,couple,middle,villa,0.61,0.83,meat,low
CUS009274,40s,family,low,apartment,0.53,0.83,meat,medium
CUS009275,40s,family,middle,apartment,0.75,0.81,produce,low
CUS009276,20s,couple,middle,apartment,0.36,0.67,meat,low
CUS009277,50s,single,middle,single_household,0.43,0.79,deli,medium
CUS009278,20s,family,low,villa,0.79,0.47,dairy,medium
CUS009279,30s,family,middle,apartment,0.63,0.53,produce,low
CUS009280,60_plus,senior,low,single_household,0.54,0.86,dairy,high
CUS009281,60_plus,senior,middle,apartment,0.86,0.88,produce,medium
CUS009282,60_plus,family,middle,apartment,0.52,1.0,dairy,low
CUS009283,40s,couple,middle,villa,0.35,0.72,meat,low
CUS009284,20s,couple,middle,single_household,0.77,0.58,cheese,low
CUS009285,40s,family,middle,villa,0.45,0.72,dairy,medium
CUS009286,20s,family,middle,villa,0.4,0.81,produce,high
CUS009287,50s,single,middle,apartment,0.43,0.7,deli,high
CUS009288,40s,single,high,single_household,0.62,0.63,produce,medium
CUS009289,30s,couple,low,apartment,0.7,0.69,cheese,medium
CUS009290,20s,single,low,apartment,0.77,0.6,deli,medium
CUS009291,30s,family,middle,single_household,0.4,0.58,produce,low
CUS009292,50s,family,high,apartment,0.32,0.6,cheese,medium
CUS009293,50s,family,middle,apartment,0.55,0.81,dairy,high
CUS009294,20s,single,low,single_household,0.59,0.4,dairy,medium
CUS009295,20s,senior,middle,villa,0.51,0.73,cheese,high
CUS009296,30s,single,middle,single_household,0.42,0.5,deli,medium
CUS009297,20s,single,middle,single_household,0.43,0.59,meat,high
CUS009298,60_plus,single,middle,villa,0.57,0.71,dairy,low
CUS009299,40s,family,high,apartment,0.26,0.63,produce,low
CUS009300,20s,family,low,apartment,0.73,0.69,dairy,medium
CUS009301,50s,couple,middle,villa,0.56,0.61,meat,medium
CUS009302,30s,single,middle,villa,0.53,0.41,deli,low
CUS009303,30s,family,low,single_household,0.22,0.66,meat,medium
CUS009304,40s,family,high,apartment,0.7,0.79,dairy,medium
CUS009305,20s,single,middle,single_household,0.56,0.22,meat,low
CUS009306,40s,family,high,apartment,0.41,0.88,produce,medium
CUS009307,50s,family,high,villa,0.48,0.82,produce,medium
CUS009308,60_plus,couple,high,single_household,0.19,1.0,dairy,low
CUS009309,30s,family,middle,apartment,0.4,0.84,dairy,medium
CUS009310,40s,single,middle,single_household,0.63,0.88,deli,medium
CUS009311,30s,couple,middle,villa,0.75,0.78,dairy,medium
CUS009312,40s,couple,middle,villa,0.26,0.78,dairy,low
CUS009313,30s,couple,low,apartment,0.94,0.52,dairy,high
CUS009314,40s,family,middle,apartment,0.48,0.94,cheese,high
CUS009315,20s,single,low,single_household,0.53,0.53,deli,medium
CUS009316,60_plus,couple,low,villa,0.44,0.53,cheese,medium
CUS009317,50s,couple,middle,villa,0.26,0.65,produce,low
CUS009318,30s,single,low,single_household,0.58,0.74,meat,medium
CUS009319,50s,family,high,villa,0.15,0.76,dairy,high
CUS009320,20s,single,middle,single_household,0.73,0.78,deli,medium
CUS009321,50s,couple,middle,villa,0.49,0.77,deli,medium
CUS009322,30s,family,middle,apartment,0.47,0.74,meat,low
CUS009323,20s,couple,low,apartment,0.75,0.75,dairy,medium
CUS009324,40s,family,middle,apartment,0.36,0.93,cheese,high
CUS009325,40s,family,high,villa,0.55,0.81,meat,low
CUS009326,40s,family,middle,villa,0.6,1.0,deli,medium
CUS009327,40s,single,middle,villa,0.3,0.64,deli,high
CUS009328,20s,family,low,apartment,0.46,0.65,dairy,medium
CUS009329,20s,single,high,single_household,0.48,0.74,produce,medium
CUS009330,40s,family,middle,apartment,0.3,0.84,produce,medium
CUS009331,40s,family,low,apartment,0.49,0.85,dairy,medium
CUS009332,20s,single,middle,single_household,0.79,0.38,meat,low
CUS009333,30s,couple,low,apartment,0.64,0.57,dairy,medium
CUS009334,40s,family,middle,apartment,0.56,0.87,meat,medium
CUS009335,40s,family,middle,apartment,0.56,0.8,meat,medium
CUS009336,50s,family,middle,villa,0.49,0.61,meat,high
CUS009337,30s,couple,low,apartment,0.71,0.59,deli,medium
CUS009338,40s,senior,middle,villa,0.65,0.92,cheese,low
CUS009339,40s,family,middle,apartment,0.73,0.49,cheese,medium
CUS009340,30s,family,high,apartment,0.36,0.88,cheese,medium
CUS009341,20s,single,low,villa,0.89,0.36,meat,medium
CUS009342,20s,single,high,apartment,0.68,0.7,produce,medium
CUS009343,50s,family,middle,apartment,0.46,0.98,produce,high
CUS009344,30s,family,middle,apartment,0.68,0.72,produce,medium
CUS009345,40s,single,high,single_household,0.49,0.96,deli,medium
CUS009346,40s,family,high,apartment,0.38,0.92,cheese,medium
CUS009347,30s,couple,middle,single_household,0.51,0.43,produce,low
CUS009348,50s,couple,low,villa,0.73,0.88,cheese,low
CUS009349,40s,single,middle,apartment,0.36,0.49,dairy,medium
CUS009350,20s,single,high,single_household,0.33,0.8,deli,medium
CUS009351,50s,family,middle,apartment,0.66,0.88,meat,high
CUS009352,40s,family,middle,villa,0.23,0.84,cheese,high
CUS009353,30s,family,middle,apartment,0.46,0.57,cheese,medium
CUS009354,50s,family,middle,villa,0.6,0.91,produce,high
CUS009355,40s,family,low,apartment,0.42,0.76,dairy,high
CUS009356,30s,single,low,single_household,0.45,0.57,meat,medium
CUS009357,60_plus,senior,low,apartment,0.53,0.55,deli,medium
CUS009358,40s,couple,low,villa,0.22,0.58,produce,medium
CUS009359,40s,single,middle,single_household,0.29,0.56,produce,high
CUS009360,20s,senior,middle,apartment,0.78,0.74,dairy,medium
CUS009361,30s,single,high,single_household,0.48,0.8,cheese,medium
CUS009362,30s,family,middle,apartment,0.59,0.8,deli,low
CUS009363,40s,family,high,apartment,0.23,0.85,deli,medium
CUS009364,40s,couple,high,single_household,0.58,0.63,cheese,medium
CUS009365,50s,single,middle,single_household,0.38,0.46,deli,high
CUS009366,30s,single,high,apartment,0.49,0.83,cheese,medium
CUS009367,50s,family,middle,villa,0.23,0.65,meat,medium
CUS009368,50s,family,low,villa,0.67,0.56,dairy,low
CUS009369,50s,couple,middle,apartment,0.5,0.73,meat,low
CUS009370,50s,senior,high,villa,0.66,0.85,dairy,medium
CUS009371,50s,couple,middle,villa,0.48,0.6,dairy,medium
CUS009372,20s,single,low,single_household,0.86,0.64,produce,low
CUS009373,40s,family,middle,apartment,0.48,0.82,meat,medium
CUS009374,60_plus,senior,low,villa,0.85,0.63,produce,low
CUS009375,40s,couple,high,apartment,0.32,0.8,cheese,low
CUS009376,30s,couple,low,single_household,0.76,0.64,dairy,low
CUS009377,60_plus,couple,high,single_household,0.55,0.94,dairy,high
CUS009378,20s,single,low,single_household,0.7,0.54,deli,low
CUS009379,30s,family,low,apartment,0.73,0.73,cheese,medium
CUS009380,20s,single,middle,villa,0.56,0.86,deli,high
CUS009381,40s,family,middle,apartment,0.19,0.64,dairy,low
CUS009382,30s,family,middle,apartment,0.44,0.72,deli,low
CUS009383,40s,family,high,apartment,0.32,0.73,produce,medium
CUS009384,60_plus,couple,low,apartment,0.39,0.77,meat,low
CUS009385,40s,single,middle,villa,0.64,0.8,dairy,medium
CUS009386,40s,family,high,apartment,0.33,0.76,deli,low
CUS009387,50s,family,middle,apartment,0.43,0.76,meat,medium
CUS009388,50s,senior,low,villa,0.44,0.94,produce,low
CUS009389,30s,family,middle,apartment,0.62,0.76,dairy,medium
CUS009390,20s,single,high,apartment,0.59,0.62,deli,medium
CUS009391,40s,couple,middle,villa,0.56,0.63,cheese,medium
CUS009392,50s,senior,middle,apartment,0.29,1.0,produce,medium
CUS009393,40s,family,low,apartment,0.63,0.52,produce,low
CUS009394,30s,family,low,apartment,0.63,0.79,meat,low
CUS009395,50s,family,middle,villa,0.46,0.92,deli,low
CUS009396,40s,family,middle,apartment,0.53,0.68,cheese,medium
CUS009397,40s,couple,middle,apartment,0.51,0.91,deli,high
CUS009398,50s,family,high,villa,0.41,0.69,dairy,high
CUS009399,50s,couple,middle,apartment,0.35,0.93,deli,medium
CUS009400,40s,single,high,apartment,0.37,0.78,produce,low
CUS009401,40s,family,middle,apartment,0.44,0.49,cheese,medium
CUS009402,40s,family,high,single_household,0.56,0.7,meat,high
CUS009403,40s,senior,low,villa,0.48,0.87,produce,low
CUS009404,40s,family,high,apartment,0.64,0.89,produce,low
CUS009405,50s,couple,middle,villa,0.49,0.66,deli,high
CUS009406,40s,family,high,apartment,0.41,0.77,produce,low
CUS009407,40s,couple,middle,villa,0.49,0.85,deli,low
CUS009408,20s,single,low,villa,0.71,0.53,deli,medium
CUS009409,50s,senior,middle,villa,0.34,0.96,produce,low
CUS009410,40s,single,middle,apartment,0.58,0.78,meat,medium
CUS009411,30s,couple,middle,villa,0.66,0.87,meat,medium
CUS009412,30s,family,low,apartment,0.56,0.61,meat,medium
CUS009413,30s,couple,high,villa,0.46,0.92,meat,low
CUS009414,60_plus,single,middle,single_household,0.31,0.58,cheese,medium
CUS009415,50s,couple,middle,apartment,0.68,0.69,cheese,low
CUS009416,40s,family,low,villa,0.64,0.93,cheese,low
CUS009417,30s,family,high,single_household,0.38,0.86,dairy,high
CUS009418,50s,family,high,apartment,0.55,0.75,cheese,high
CUS009419,40s,family,low,villa,0.45,0.55,meat,medium
CUS009420,60_plus,senior,middle,villa,0.87,0.81,produce,medium
CUS009421,20s,couple,low,villa,0.72,0.48,deli,high
CUS009422,20s,couple,low,apartment,0.74,0.61,deli,medium
CUS009423,40s,couple,low,apartment,0.93,0.73,meat,medium
CUS009424,30s,couple,middle,single_household,0.52,0.78,deli,medium
CUS009425,40s,couple,high,apartment,0.21,0.61,deli,medium
CUS009426,50s,single,middle,single_household,0.54,0.58,dairy,high
CUS009427,20s,family,low,villa,0.79,0.52,dairy,medium
CUS009428,30s,single,middle,single_household,0.57,0.7,meat,high
CUS009429,40s,family,high,apartment,0.32,0.89,dairy,low
CUS009430,50s,couple,high,single_household,0.3,1.0,meat,low
CUS009431,40s,family,low,apartment,0.64,0.85,dairy,medium
CUS009432,30s,single,high,single_household,0.32,0.71,deli,low
CUS009433,40s,family,high,villa,0.65,0.85,cheese,low
CUS009434,40s,family,high,apartment,0.38,0.93,dairy,medium
CUS009435,50s,couple,middle,villa,0.6,0.94,deli,low
CUS009436,40s,family,middle,apartment,0.45,0.56,cheese,medium
CUS009437,30s,family,middle,villa,0.47,0.9,meat,high
CUS009438,50s,family,low,apartment,0.74,0.96,meat,medium
CUS009439,40s,family,high,apartment,0.53,0.75,meat,high
CUS009440,20s,single,middle,single_household,0.65,0.33,produce,medium
CUS009441,40s,family,high,villa,0.39,0.61,produce,medium
CUS009442,60_plus,senior,middle,villa,0.45,0.93,meat,low
CUS009443,50s,single,low,single_household,0.56,0.8,deli,high
CUS009444,30s,single,high,single_household,0.48,0.81,meat,high
CUS009445,50s,couple,low,single_household,0.6,0.79,meat,high
CUS009446,30s,family,middle,apartment,0.54,0.61,produce,medium
CUS009447,40s,family,middle,single_household,0.62,0.83,cheese,medium
CUS009448,40s,family,high,apartment,0.29,0.95,meat,low
CUS009449,30s,family,high,apartment,0.21,0.86,deli,low
CUS009450,30s,family,middle,apartment,0.63,0.81,meat,medium
CUS009451,60_plus,single,low,single_household,0.86,0.64,meat,medium
CUS009452,30s,couple,middle,apartment,0.38,0.91,meat,medium
CUS009453,50s,senior,middle,single_household,0.58,0.87,produce,low
CUS009454,40s,family,middle,apartment,0.55,0.82,produce,high
CUS009455,40s,couple,low,villa,0.64,0.44,deli,medium
CUS009456,20s,couple,low,villa,0.75,0.49,dairy,medium
CUS009457,30s,couple,high,villa,0.34,0.8,produce,low
CUS009458,20s,family,middle,apartment,0.74,0.72,dairy,low
CUS009459,40s,couple,middle,apartment,0.47,0.67,meat,medium
CUS009460,60_plus,couple,low,single_household,0.34,0.92,produce,high
CUS009461,50s,family,low,apartment,0.63,0.77,produce,medium
CUS009462,20s,family,middle,apartment,0.7,0.49,dairy,medium
CUS009463,30s,family,high,apartment,0.52,0.76,produce,medium
CUS009464,20s,family,low,villa,0.54,0.69,produce,high
CUS009465,60_plus,senior,high,villa,0.48,0.44,deli,medium
CUS009466,30s,family,high,apartment,0.62,0.82,meat,medium
CUS009467,30s,couple,middle,apartment,0.69,0.84,cheese,medium
CUS009468,40s,single,middle,single_household,0.31,0.74,meat,low
CUS009469,40s,couple,high,villa,0.38,0.73,cheese,medium
CUS009470,30s,family,middle,villa,0.66,0.73,cheese,low
CUS009471,40s,couple,middle,villa,0.59,0.82,cheese,low
CUS009472,20s,single,middle,single_household,0.68,0.52,deli,low
CUS009473,20s,senior,low,apartment,0.89,0.51,meat,medium
CUS009474,20s,family,low,apartment,0.57,0.76,meat,low
CUS009475,30s,couple,middle,apartment,0.5,0.77,dairy,low
CUS009476,60_plus,senior,middle,single_household,0.46,0.88,produce,low
CUS009477,40s,family,middle,apartment,0.37,0.87,meat,medium
CUS009478,50s,family,low,apartment,0.92,0.8,meat,medium
CUS009479,30s,couple,middle,apartment,0.57,0.4,dairy,low
CUS009480,50s,couple,low,apartment,0.43,0.78,deli,low
CUS009481,60_plus,senior,low,single_household,0.59,0.84,produce,low
CUS009482,30s,single,low,single_household,0.92,0.62,deli,low
CUS009483,60_plus,family,low,villa,0.53,0.68,cheese,medium
CUS009484,40s,family,middle,apartment,0.49,0.9,meat,low
CUS009485,50s,couple,low,apartment,0.58,0.76,dairy,medium
CUS009486,30s,single,middle,single_household,0.46,0.73,deli,high
CUS009487,40s,family,high,apartment,0.61,0.7,dairy,low
CUS009488,40s,family,low,apartment,0.94,0.38,cheese,high
CUS009489,60_plus,senior,middle,single_household,0.63,1.0,deli,medium
CUS009490,60_plus,senior,high,apartment,0.6,1.0,produce,medium
CUS009491,30s,couple,high,apartment,0.4,0.46,cheese,high
CUS009492,60_plus,senior,middle,single_household,0.5,0.87,cheese,high
CUS009493,50s,family,middle,villa,0.46,0.77,meat,low
CUS009494,40s,senior,middle,apartment,0.47,0.89,meat,medium
CUS009495,20s,family,low,villa,0.53,0.73,cheese,medium
CUS009496,20s,couple,middle,single_household,0.63,0.73,dairy,high
CUS009497,20s,senior,low,villa,0.44,0.63,dairy,low
CUS009498,20s,single,high,single_household,0.33,0.94,dairy,medium
CUS009499,60_plus,single,middle,single_household,0.71,0.81,deli,medium
CUS009500,30s,family,high,villa,0.45,0.61,meat,medium
CUS009501,40s,senior,middle,single_household,0.49,0.52,dairy,medium
CUS009502,40s,couple,low,apartment,0.69,0.75,meat,medium
CUS009503,40s,couple,high,apartment,0.54,0.83,dairy,high
CUS009504,30s,couple,middle,apartment,0.55,0.92,meat,high
CUS009505,40s,couple,high,apartment,0.28,0.71,deli,low
CUS009506,40s,family,middle,apartment,0.63,0.94,meat,medium
CUS009507,40s,couple,high,apartment,0.39,0.67,deli,medium
CUS009508,20s,couple,low,apartment,0.73,0.68,dairy,medium
CUS009509,50s,single,high,apartment,0.26,0.91,meat,medium
CUS009510,20s,couple,low,apartment,0.48,0.74,produce,low
CUS009511,40s,family,high,single_household,0.6,0.91,meat,high
CUS009512,30s,family,low,apartment,0.71,0.51,meat,low
CUS009513,30s,family,middle,apartment,0.66,0.84,produce,medium
CUS009514,50s,couple,middle,apartment,0.48,0.87,dairy,low
CUS009515,20s,couple,middle,villa,0.61,0.67,produce,medium
CUS009516,60_plus,couple,middle,apartment,0.52,0.79,meat,medium
CUS009517,50s,senior,low,single_household,0.75,0.73,cheese,high
CUS009518,30s,family,low,apartment,0.57,0.46,meat,low
CUS009519,30s,single,low,apartment,0.57,0.8,deli,high
CUS009520,20s,family,high,apartment,0.82,0.9,dairy,medium
CUS009521,60_plus,single,low,single_household,0.75,0.72,produce,high
CUS009522,40s,family,low,apartment,0.8,0.37,cheese,low
CUS009523,20s,single,middle,apartment,0.57,0.66,deli,medium
CUS009524,40s,family,low,apartment,0.52,0.8,meat,medium
CUS009525,20s,single,low,apartment,0.66,0.39,produce,high
CUS009526,40s,family,middle,apartment,0.63,0.65,produce,high
CUS009527,40s,family,middle,apartment,0.51,0.75,meat,low
CUS009528,20s,single,low,villa,0.42,0.55,meat,medium
CUS009529,50s,single,middle,apartment,0.53,0.48,produce,medium
CUS009530,30s,family,high,villa,0.13,0.68,dairy,medium
CUS009531,40s,family,middle,apartment,0.66,0.79,produce,low
CUS009532,40s,family,middle,apartment,0.56,0.48,dairy,low
CUS009533,60_plus,senior,high,single_household,0.57,1.0,dairy,low
CUS009534,40s,single,high,single_household,0.59,0.65,deli,high
CUS009535,60_plus,senior,low,villa,0.65,0.9,meat,low
CUS009536,30s,single,middle,single_household,0.57,0.55,dairy,low
CUS009537,50s,senior,middle,single_household,0.66,0.85,produce,low
CUS009538,30s,family,low,single_household,0.45,0.76,deli,low
CUS009539,50s,couple,low,villa,0.59,0.58,produce,low
CUS009540,20s,couple,low,apartment,0.92,0.7,meat,high
CUS009541,60_plus,couple,low,apartment,0.68,0.78,cheese,high
CUS009542,60_plus,senior,low,single_household,0.75,0.83,dairy,low
CUS009543,30s,couple,middle,apartment,0.55,0.65,produce,low
CUS009544,40s,family,low,apartment,0.74,0.77,meat,high
CUS009545,40s,family,middle,apartment,0.49,0.84,meat,medium
CUS009546,30s,family,low,single_household,0.74,0.74,produce,medium
CUS009547,40s,couple,middle,single_household,0.51,0.77,produce,high
CUS009548,40s,senior,middle,single_household,0.48,0.65,produce,high
CUS009549,40s,family,high,apartment,0.36,0.7,cheese,medium
CUS009550,20s,couple,middle,apartment,0.51,0.66,produce,high
CUS009551,60_plus,senior,low,single_household,0.5,0.77,cheese,medium
CUS009552,20s,family,middle,apartment,0.52,0.9,produce,low
CUS009553,40s,family,high,apartment,0.43,0.56,produce,low
CUS009554,20s,family,low,villa,0.61,0.67,dairy,medium
CUS009555,20s,couple,middle,single_household,0.72,0.66,dairy,medium
CUS009556,20s,single,middle,single_household,0.58,0.74,meat,high
CUS009557,30s,couple,middle,apartment,0.75,0.46,meat,medium
CUS009558,40s,family,middle,apartment,0.57,0.93,cheese,medium
CUS009559,40s,family,middle,apartment,0.6,0.87,meat,medium
CUS009560,40s,couple,middle,villa,0.6,0.67,produce,medium
CUS009561,40s,couple,middle,apartment,0.57,0.64,cheese,medium
CUS009562,20s,couple,low,apartment,0.65,0.41,meat,medium
CUS009563,20s,family,low,apartment,0.46,0.79,produce,high
CUS009564,40s,family,high,apartment,0.46,0.9,cheese,low
CUS009565,40s,family,middle,apartment,0.7,1.0,meat,medium
CUS009566,40s,senior,high,villa,0.43,0.84,produce,low
CUS009567,30s,family,low,villa,0.53,0.87,produce,high
CUS009568,50s,couple,middle,apartment,0.58,0.92,dairy,high
CUS009569,20s,couple,middle,apartment,0.68,0.87,produce,medium
CUS009570,40s,family,low,single_household,0.61,0.84,produce,medium
CUS009571,20s,family,low,apartment,0.6,0.23,cheese,low
CUS009572,40s,family,middle,villa,0.55,0.91,deli,high
CUS009573,30s,single,low,single_household,0.42,0.6,dairy,medium
CUS009574,50s,couple,middle,apartment,0.35,0.61,cheese,low
CUS009575,20s,senior,low,villa,0.72,0.7,produce,low
CUS009576,40s,couple,middle,single_household,0.67,0.83,dairy,high
CUS009577,20s,single,low,single_household,0.68,0.63,deli,high
CUS009578,40s,couple,high,single_household,0.29,0.77,meat,high
CUS009579,20s,couple,middle,apartment,0.89,0.81,meat,medium
CUS009580,20s,single,middle,villa,0.62,0.59,deli,medium
CUS009581,50s,senior,middle,apartment,0.46,0.94,dairy,low
CUS009582,20s,single,middle,single_household,0.51,0.59,cheese,medium
CUS009583,30s,single,middle,single_household,0.58,0.89,deli,medium
CUS009584,50s,family,middle,apartment,0.64,0.82,meat,medium
CUS009585,50s,family,middle,apartment,0.41,0.86,deli,low
CUS009586,50s,couple,low,apartment,0.67,0.87,deli,medium
CUS009587,30s,family,middle,villa,0.49,0.95,dairy,high
CUS009588,40s,family,middle,apartment,0.45,0.63,meat,medium
CUS009589,50s,senior,low,apartment,0.38,0.85,produce,low
CUS009590,20s,single,low,villa,0.66,0.63,dairy,high
CUS009591,50s,family,high,apartment,0.53,0.84,deli,medium
CUS009592,20s,single,middle,single_household,0.39,0.52,cheese,low
CUS009593,60_plus,couple,middle,villa,0.33,0.52,dairy,high
CUS009594,40s,family,high,apartment,0.67,0.99,deli,medium
CUS009595,40s,couple,high,single_household,0.45,0.58,cheese,medium
CUS009596,40s,family,middle,villa,0.62,0.64,cheese,medium
CUS009597,20s,single,low,single_household,0.93,0.57,meat,medium
CUS009598,30s,couple,middle,single_household,0.29,0.77,cheese,medium
CUS009599,50s,family,middle,apartment,0.67,0.99,meat,medium
CUS009600,40s,family,middle,apartment,0.34,0.88,meat,medium
CUS009601,40s,family,middle,villa,0.62,0.57,produce,medium
CUS009602,20s,couple,middle,single_household,0.4,0.35,dairy,medium
CUS009603,40s,family,middle,apartment,0.44,0.94,dairy,medium
CUS009604,30s,family,high,villa,0.47,0.67,meat,medium
CUS009605,20s,single,high,single_household,0.52,0.79,meat,low
CUS009606,60_plus,senior,middle,apartment,0.51,1.0,meat,low
CUS009607,40s,family,middle,apartment,0.2,0.78,dairy,low
CUS009608,40s,family,middle,apartment,0.55,0.76,dairy,low
CUS009609,60_plus,senior,middle,villa,0.53,0.69,produce,low
CUS009610,30s,family,high,apartment,0.55,0.89,meat,low
CUS009611,60_plus,single,middle,single_household,0.42,0.85,meat,high
CUS009612,40s,family,middle,single_household,0.35,0.7,meat,medium
CUS009613,40s,family,low,apartment,0.38,0.68,meat,medium
CUS009614,30s,family,high,apartment,0.51,0.87,cheese,low
CUS009615,20s,single,middle,single_household,0.68,0.71,produce,medium
CUS009616,30s,family,high,apartment,0.55,0.8,meat,medium
CUS009617,20s,single,low,single_household,0.65,0.77,produce,low
CUS009618,20s,single,middle,single_household,0.82,0.82,deli,medium
CUS009619,40s,single,low,single_household,0.64,0.68,dairy,medium
CUS009620,50s,family,middle,villa,0.59,0.83,dairy,medium
CUS009621,20s,family,low,villa,0.61,0.69,meat,medium
CUS009622,50s,family,high,apartment,0.15,0.86,cheese,low
CUS009623,60_plus,senior,low,villa,0.65,0.69,meat,medium
CUS009624,50s,family,middle,apartment,0.43,0.63,meat,medium
